"TABLE_NAME","COLUMN_NAME","CONSTRAINT_NAME","REFERENCED_TABLE_NAME","REFERENCED_COLUMN_NAME"
claimpaysummarycla,claimPaySummaryID,clmPySmmryCL_clmPySmmry1,claimpaysummary,claimPaySummaryID
claimpaysummarycla,claimPaySummaryLineID,clmPySmmryCL_clmPySmmryLn1,claimpaysummaryline,claimPaySummaryLineID
claimpaysummarydofr,claimPaySummaryID,clmPySmmryDfr_clmPySmmry1,claimpaysummary,claimPaySummaryID
claimpaysummarydofrcla,claimPaySummaryDofrID,clmPySmmryDfrCl_clmPySmmryDfr1,claimpaysummarydofr,claimPaySummaryDofrID
claimpaysummarydofrcla,claimPaySummaryID,clmPySmmryDfrCl_clmPySmmry1,claimpaysummary,claimPaySummaryID
claimpaysummarydofrentreserve,claimPaySummaryDofrID,clmPySmmryDfrntRsrv_clmPySmmryDfr1,claimpaysummarydofr,claimPaySummaryDofrID
claimpaysummarydofrentreserve,claimPaySummaryID,clmPySmmryDfrntRsrv_clmPySmmry1,claimpaysummary,claimPaySummaryID
claimpaysummarygenaprequest,claimPaySummaryID,clmPySmmryGnPRqst_clmPySmmry1,claimpaysummary,claimPaySummaryID
claimpaysummaryinterest,claimEventPromptPayID,clmPySmmryntrst_clmvntPrmptPy1,claimeventpromptpay,claimEventPromptPayID
claimpaysummaryinterest,claimPaySummaryID,clmPySmmryntrst_clmPySmmry1,claimpaysummary,claimPaySummaryID
claimpaysummaryinterestrate,claimPaySummaryID,clmPySmmryntrstRt_clmPySmmry1,claimpaysummary,claimPaySummaryID
claimpaysummaryinterestrate,claimPaySummaryInterestID,clmPySmmryntrstRt_clmPySmmryntrst1,claimpaysummaryinterest,claimPaySummaryInterestID
claimpaysummaryline,claimPaySummaryID,clmPySmmryLn_clmPySmmry1,claimpaysummary,claimPaySummaryID
claimpaysummaryop,claimPaySummaryID,clmPySmmryP_clmPySmmry1,claimpaysummary,claimPaySummaryID
claimpaysummaryoprecovery,claimPaySummaryID,clmPySmmryPRcvry_clmPySmmryP1,claimpaysummaryop,claimPaySummaryID
claimpaysummaryoprecovery,claimPaySummaryOPID,clmPySmmryPRcvry_clmPySmmryP1,claimpaysummaryop,claimPaySummaryOPID
claimpaysummaryrebalancereduct,claimPaySummaryID,clmPySmmryRblncRdct_clmPySmmry1,claimpaysummary,claimPaySummaryID
claimpaytoplan,claimID,clmPyTPln_clmHdr1,claimheader,claimID
claimpaytoplanevent,claimEventID,clmPyTPlnvnt_clmvnt1,claimevent,claimEventID
claimpaytoplanevent,claimHeaderEventID,clmPyTPlnvnt_clmHdrvnt1,claimheaderevent,claimHeaderEventID
claimpaytoplanevent,claimID,clmPyTPlnvnt_clmHdr1,claimheader,claimID
claimpricingdetailmodifier,claimID,clmPrcngDtlMdfr_clmPrcngtptDtl1,claimpricingoutputdetail,claimID
claimpricingdetailmodifier,claimPricingInputHeaderID,clmPrcngDtlMdfr_clmPrcngtptDtl1,claimpricingoutputdetail,claimPricingInputHeaderID
claimpricingdetailmodifier,claimPricingOutputDetailID,clmPrcngDtlMdfr_clmPrcngtptDtl1,claimpricingoutputdetail,claimPricingOutputDetailID
claimpricingdetailmodifier,claimPricingOutputHeaderID,clmPrcngDtlMdfr_clmPrcngtptDtl1,claimpricingoutputdetail,claimPricingOutputHeaderID
claimpricingdetailspi,claimID,clmPrcngDtlSp_clmPrcngtptDtl1,claimpricingoutputdetail,claimID
claimpricingdetailspi,claimPricingInputHeaderID,clmPrcngDtlSp_clmPrcngtptDtl1,claimpricingoutputdetail,claimPricingInputHeaderID
claimpricingdetailspi,claimPricingOutputDetailID,clmPrcngDtlSp_clmPrcngtptDtl1,claimpricingoutputdetail,claimPricingOutputDetailID
claimpricingdetailspi,claimPricingOutputHeaderID,clmPrcngDtlSp_clmPrcngtptDtl1,claimpricingoutputdetail,claimPricingOutputHeaderID
claimpricingdetailtier,claimID,clmPrcngDtlTr_clmPrcngtptDtl1,claimpricingoutputdetail,claimID
claimpricingdetailtier,claimPricingInputHeaderID,clmPrcngDtlTr_clmPrcngtptDtl1,claimpricingoutputdetail,claimPricingInputHeaderID
claimpricingdetailtier,claimPricingOutputDetailID,clmPrcngDtlTr_clmPrcngtptDtl1,claimpricingoutputdetail,claimPricingOutputDetailID
claimpricingdetailtier,claimPricingOutputHeaderID,clmPrcngDtlTr_clmPrcngtptDtl1,claimpricingoutputdetail,claimPricingOutputHeaderID
claimpricingedi,claimID,clmPrcngd_clmHdr1,claimheader,claimID
claimpricingexternalrequest,claimID,clmPrcngxtrnlRqst_clmPrcngtptHdr1,claimpricingoutputheader,claimID
claimpricingexternalrequest,claimPricingInputHeaderID,clmPrcngxtrnlRqst_clmPrcngtptHdr1,claimpricingoutputheader,claimPricingInputHeaderID
claimpricingexternalrequest,claimPricingOutputHeaderID,clmPrcngxtrnlRqst_clmPrcngtptHdr1,claimpricingoutputheader,claimPricingOutputHeaderID
claimpricingexternalrespdtl,claimPricingExternalRespHdrID,clmPrcngxtrnlRspDtl_clmPrcngxtrnlRspHdr1,claimpricingexternalresphdr,claimPricingExternalRespHdrID
claimpricingexternalrespdtledt,claimPricingExternalRespDtlID,clmPrcngxtrnlRspDtldt_clmPrcngxtrnlRspDtl1,claimpricingexternalrespdtl,claimPricingExternalRespDtlID
claimpricingexternalresphdr,claimPricingExternalRequestID,clmPrcngxtrnlRspHdr_clmPrcngxtrnlRqst1,claimpricingexternalrequest,claimPricingExternalRequestID
claimpricingexternalresphdredt,claimPricingExternalRespHdrID,clmPrcngxtrnlRspHdrdt_clmPrcngxtrnlRspHdr1,claimpricingexternalresphdr,claimPricingExternalRespHdrID
